mbd_nearest_1,mbd_nearest_2,mbd_nearest_3,mbd_nearest_4,mbd_nearest_5,cfips
19007,19159,29061,29171,29211,29129
29161,29105,29151,29135,29169,29131
47131,17153,29143,17003,21007,29133
29151,29159,29027,29089,29131,29135
29089,29111,29019,29121,29127,29137
29173,29071,29151,29073,29163,29139
29019,29085,29051,29159,29053,29141
21105,47131,29201,29069,29155,29143
40041,29011,5007,20021,29009,29145
20043,29063,29005,19145,19173,29147
5065,5075,5135,29203,5121,29149
29071,29161,29135,29139,29131,29151
29043,29229,5009,5049,29091,29153
21075,5021,47131,5093,47097,29155
29187,17145,17181,29123,29017,29157
29089,29135,29107,29083,29141,29159
29105,29073,29131,29151,29215,29161
17061,29127,29219,29007,29139,29163
20091,20087,29095,20005,29049,29165
29105,29109,29225,29185,29057,29167
29059,29065,29229,29215,29029,29169
19135,29079,19051,29001,29129,29171
29139,29111,17001,29205,17149,29173
29115,29195,29007,29205,29019,29175
29165,29101,29117,29049,29095,29177
29055,29187,29221,29123,29223,29179
29203,5075,5055,29223,5021,29181
17119,29099,29071,17083,17013,29183
29059,29057,29167,29013,29217,29185
17163,29221,29017,29099,29123,29186
29179,17157,29157,17133,29093,29187
17013,29071,17119,17083,17163,29189
29177,29175,29101,29107,29041,29195
19179,29211,19177,29103,19007,29197
19101,19111,29111,29001,19051,29199
17181,29143,29017,21007,17153,29201
29223,29181,29091,29093,29215,29203
29007,29001,29173,29175,29111,29205
17003,29031,29069,29133,29223,29207
29119,29145,5009,29077,29109,29209
19007,19185,29117,29197,29129,29211
29225,29009,29067,5015,5089,29213
29225,29105,29067,29161,29169,29215
29097,29057,20107,20037,29185,29217
29027,29163,29189,17013,29073,29219
29123,29186,29179,29065,29071,29221
29031,29093,29181,29179,29207,29223
29209,29213,29167,29067,29105,29225
19003,29003,19175,19053,29147,29227
29091,29043,29153,29059,29169,29229
17027,17013,17083,29099,29183,29510
16037,30031,30081,30043,30023,30001
30075,30095,30065,30009,30087,30003
30033,30045,30105,30069,30051,30005
30077,30045,30057,30049,30013,30007
30065,30037,30003,30067,56003,30009
46081,38087,30017,46019,56011,30011
30051,30077,30073,30007,30015,30013
30073,30099,30101,30005,30027,30015
38033,30103,30109,30021,30011,30017
30071,30021,38105,38023,30083,30019
30017,38007,30085,30025,38033,30021
30007,30057,30063,30001,30077,30023
38007,46063,30079,30011,30017,30025
30071,30059,30005,30015,30065,30027
16079,30061,30063,30099,30073,30029
30001,30095,30093,30059,30097,30031
30017,30065,30071,30087,30079,30033
30089,30053,30049,30051,30047,30035
30009,30045,30069,30027,30097,30037
30047,30001,30049,30043,30093,30039
30045,30013,30027,30071,30073,30041
30049,30039,30077,30059,30031,30043
30065,30097,30007,30037,30015,30045
30035,30049,16079,30099,30077,30047
30059,30073,30063,30039,30043,30049
30045,30005,30035,30013,30099,30051
30061,30047,16079,16055,53051,30053
30091,30109,30019,30105,30033,30055
30023,16043,16033,30007,30067,30057
30067,30049,30031,30097,30043,30059
30081,16055,16057,16009,30047,30061
16035,30089,30023,30049,30081,30063
30097,30033,30095,30107,30027,30065
30059,30107,56029,30007,30009,30067
30005,30107,30111,30071,30103,30069
30015,30019,30055,30041,30027,30071
30047,30015,30029,30049,30013,30073
30079,30003,56005,30025,56033,30075
30081,30007,30099,30093,30043,30077
30083,38033,30033,30087,30025,30079
30061,16035,16059,30077,30093,30081
38007,38033,30091,38105,30109,30083
38053,38023,30105,30021,38105,30085
56033,30065,30111,30033,30075,30087
16035,16009,16017,16055,30029,30089
30105,30055,38013,38053,30083,30091
30031,30081,30077,30007,30001,30093
30031,56029,30065,30107,30067,30095
30007,30111,30059,30031,30009,30097
30015,30047,30051,30077,30035,30099
30029,30049,30013,30015,30041,30101
30079,30037,30017,30069,30033,30103
30069,30005,30083,30091,30085,30105
30067,30007,30065,30095,30027,30107
38011,38053,30079,30083,38087,30109
30069,30097,30087,30009,30095,30111
31059,31019,31081,31061,31129,31001
31167,31077,31179,31089,31011,31003
31171,31111,8115,31135,31049,31005
8075,31165,31013,56021,56015,31007
31175,31091,31071,31149,31041,31009
31143,31093,31121,31003,31141,31011
31033,56015,31007,31069,31161,31013
46003,31107,31103,31149,46009,31015
31113,31031,31071,31089,31171,31017
31061,31073,31047,31093,31001,31019
19193,31055,31043,19085,31053,31021
31125,31109,31053,31185,31141,31023
31127,31097,31155,19071,31109,31025
46009,31043,46127,31107,31139,31027
31049,20023,31101,31087,8115,31029
31103,31009,31161,31017,31075,31031
31157,8095,31069,31007,8115,31033
31121,31169,31185,31079,31181,31035
31021,31143,31119,31155,31039,31037
31051,31177,31043,31037,31179,31039
31071,31171,31019,31163,31175,31041
31021,31027,31039,31179,46127,31043
56015,56027,46033,31123,31157,31045
31099,31163,31111,31065,31063,31047
31029,8075,31005,31135,31101,31049
31139,31039,19149,46027,31173,31051
31173,31167,31023,31055,31021,31053
31021,19129,31053,19085,19155,31055
20181,31135,8095,20153,31085,31057
31143,31095,31159,31129,31081,31059
20089,31019,20147,31001,31137,31061
31137,20039,31087,31111,31047,31063
31047,20147,20039,31063,31137,31065
31127,20201,31131,31109,20117,31067
31161,31013,8115,31033,31101,31069
31003,31163,31011,31149,31089,31071
20137,31099,31019,31145,31083,31073
31123,31171,31049,31031,31161,31075
31079,31121,31163,31071,31125,31077
31125,31163,31099,31035,31121,31079
31125,31093,31001,31059,31143,31081
31181,20183,20137,31099,31073,31083
31101,20153,31057,31145,31111,31085
31135,20023,31029,31063,20039,31087
46053,31115,46023,31107,31003,31089
31069,31111,31009,31101,31031,31091
31011,31019,31081,31175,31125,31093
31129,31133,20117,20157,31059,31095
29005,19071,31025,31109,31147,31097
31035,31073,31079,31083,31181,31099
31085,31075,31111,31029,31069,31101
31009,46023,31089,46121,31015,31103
56015,8087,8123,31123,56021,31105
46067,31179,31015,31089,46135,31107
31023,31153,31067,31097,31131,31109
31073,31041,31171,31047,31135,31111
31005,31017,31047,31115,31091,31113
31089,31171,31183,31017,31041,31115
31039,31125,31037,31179,31003,31119
31141,31077,31011,31079,31185,31121
31165,31161,31049,31105,31007,31123
31185,31119,31081,31077,31093,31125
20013,31025,29087,19071,31133,31127
31095,20183,31059,31001,20157,31129
29005,19129,31133,31153,31109,31131
29005,20013,31131,20117,31147,31133
31005,31111,31057,8095,31049,31135
20147,31001,31065,31061,31047,31137
31141,31011,31051,31167,31027,31139
31039,31121,31023,31011,31167,31141
31011,31037,31081,31159,31141,31143
31083,20153,31073,20137,31085,31145
31131,20043,31097,31133,20131,31147
31183,46053,31015,31009,31071,31149
31035,31097,31185,31169,31067,31151
31109,19071,19155,31131,31177,31153
31159,31025,31037,31109,31177,31155
31045,56021,31033,31105,31165,31157
31095,31081,31155,31059,31143,31159
31005,31165,31031,31123,31069,31161
31121,31099,31071,31041,31079,31163
56031,31007,31123,56027,46047,31165
31021,31173,31053,31139,31141,31167
20029,20089,20201,31151,31035,31169
31075,31111,31031,31115,31041,31171
31053,31167,31179,19133,19193,31173
31019,31011,31041,31115,31183,31175
31039,19133,19155,31155,31153,31177
31037,31119,31043,31173,31027,31179
31169,31079,31035,31099,20089,31181
31093,31119,31125,31089,31175,31183
31125,31151,31023,31035,31121,31185
32011,6003,32005,32510,32021,32001
49001,4025,49021,32023,6027,32003
6091,6005,6109,6061,6017,32005
49045,32015,32033,16053,16031,32007
32001,6043,6107,6039,32019,32009
32009,32021,32023,32013,32027,32011
32011,6049,32001,16073,41045,32013
32029,32019,32007,32021,32033,32015
32009,4015,49027,32033,49001,32017
6091,6051,6017,32001,32021,32019
6109,32029,32510,6003,32001,32021
32003,32011,32015,6051,32033,32023
6035,32011,32510,32019,32029,32027
6017,6061,32001,6057,6003,32029
32001,32510,32013,6091,32029,32031
32023,32017,32007,32015,49045,32033
6005,6057,6061,6091,6017,32510
50017,33011,33019,33015,23031,33001
33007,23001,23017,33013,23005,33003
50027,25015,25027,50003,33013,33005
50015,23001,33009,33003,50019,33007
50009,50023,50027,33013,33019,33009
25009,33001,33017,25027,33019,33011
50027,33003,33009,33005,33015,33013
25021,25025,33001,25017,23031,33015
25017,23005,25009,33011,33003,33017
50017,50021,33009,33001,33011,33019
42045,42101,34033,34029,34015,34001
34039,36047,36119,34017,34013,34003
42017,34025,42045,34021,34001,34005
34021,42091,34011,34001,34033,34007
24011,10003,34007,34015,34033,34009
34005,42045,34007,10003,34001,34011
36005,36047,34031,36085,34027,34013
42091,34001,10003,34005,34011,34015
34031,34003,36005,36081,34039,34017
42091,34039,34023,34027,42095,34019
36085,34039,42101,34025,34005,34021
34019,36047,34017,34013,34021,34023
34035,34017,36081,34029,34021,34025
34019,34017,34003,34041,34037,34027
36085,34015,42101,34023,34007,34029
34039,36071,36061,34017,34037,34031
42029,10001,42101,24015,34007,34033
42017,34041,36085,34013,34027,34035
36087,34003,42089,34013,36071,34037
34003,36061,36047,34027,34035,34039
42017,42077,42103,34035,34037,34041
35039,35031,35006,35053,35028,35001
4001,35031,4009,35061,35051,35003
35009,48079,48501,35035,35041,35005
35028,35045,4001,35053,35043,35006
8003,35047,8055,35021,35059,35007
48359,48279,48069,35011,48117,35009
48017,35057,35047,35027,35037,35011
35027,35023,35053,48229,35017,35013
48475,48229,48389,48495,35035,35015
35053,4003,35013,4009,35003,35017
35027,35021,35009,35049,35033,35019
35019,48359,48111,48205,35007,35021
35003,4023,35051,35013,4009,35023
35005,48495,48445,48301,48079,35025
35015,35051,35061,35053,35019,35027
8021,35047,35061,35033,35055,35028
35003,4003,35035,4011,48141,35029
35003,35028,35039,35061,35001,35031
8023,35059,35028,35019,35049,35033
35053,48109,35005,35051,35015,35035
35041,48205,35019,35011,48369,35037
8067,35049,8079,8105,35055,35039
35005,48219,48501,48279,35011,35041
35057,35055,35006,35031,35061,35043
4001,35043,8111,35039,8007,35045
35028,35057,35011,35007,35037,35047
35039,35055,35061,35033,35057,35049
35061,35027,48141,35035,35003,35051
35043,35013,35006,35027,35003,35053
8105,35049,8003,35028,35039,35055
35028,35047,35011,35053,35019,35057
48421,35033,8009,48205,8071,35059
35027,35031,35028,35049,35006,35061
36035,25003,36091,36057,36021,36001
36037,36029,42117,42083,36051,36003
36087,36119,34013,36059,36047,36005
42127,42131,36025,42015,36109,36007
36051,42047,42105,42123,36121,36009
36097,36117,36109,36069,36023,36011
36121,42121,42039,42053,42083,36013
36023,36099,36123,42117,36101,36015
36067,42115,36109,36107,36025,36017
36089,50023,50001,50015,36031,36019
36095,36093,36111,9005,36027,36021
36097,36099,36011,36007,36107,36023
42115,36007,36039,42127,36111,36025
36087,36039,36119,9001,36071,36027
42083,36073,36003,36051,36063,36029
36115,50013,50021,36041,36019,36031
36113,50011,50001,36041,50007,36033
36077,36001,36113,36041,36095,36035
36009,36003,36069,36063,36055,36037
36057,36083,36025,36027,36093,36039
36115,36065,36057,36091,36049,36041
36075,36113,36077,36053,36057,36043
36053,36011,36067,36043,36117,36045
34003,36059,34039,34013,36005,36047
36035,36067,36053,36089,36041,36049
36055,36099,36097,36101,36003,36051
36109,36043,36075,36011,36077,36053
36099,36011,36121,36063,36051,36055
36083,36043,36039,36077,36091,36057
34013,36085,36119,34003,34017,36059
36059,34039,36085,34013,34003,36061
36069,36013,36009,36051,36121,36063
36041,36017,36035,36077,36075,36065
36123,36017,36065,36109,36099,36067
36037,36055,36117,36101,36011,36069
42103,36111,36119,34003,36105,36071
36123,36069,36029,36117,36051,36073
36043,36099,36053,36049,36117,36075
36093,36039,36065,36035,36053,36077
36005,34031,34003,9005,36071,36079
34039,34003,34013,36085,36059,36081
50025,36039,36115,36021,36091,36083
36005,34025,36061,36081,34013,36085
34017,34013,36061,36079,36005,36087
36113,36065,36043,36019,36031,36089
36095,50003,36001,36057,36083,36091
36115,36021,36039,36035,36083,36093
36091,36111,36025,36035,36077,36095
36023,36011,36107,36069,36099,36097
36101,36015,36023,36067,36109,36099
36099,42105,36069,36051,42117,36101
36081,36005,9003,36119,36059,36103
34031,36039,42069,34037,36025,36105
42131,36017,36097,42115,36023,36107
36067,36011,36007,36123,36099,36109
36001,36095,36079,36025,36021,36111
36093,50003,50001,36035,50021,36113
36035,50027,36093,50025,36083,36115
36051,36073,36123,36067,36099,36117
36071,36059,34031,36061,36005,36119
36123,36073,36101,36069,36009,36121
36107,36015,36011,36109,36051,36123
51590,37145,37151,37157,37063,37001
37189,37059,37197,37023,37109,37003
37189,37197,51173,51197,51035,37005
45057,37025,37165,45069,37123,37007
37011,37027,51191,51173,37193,37009
47171,37111,47091,37023,37199,37011
37031,37103,37015,37095,37147,37013
37147,37065,37131,37143,37073,37015
37093,37129,37019,37061,37141,37017
37133,37155,45067,37061,45051,37019
37121,47171,37175,37149,37111,37021
37109,37003,37121,37045,37035,37023
37059,37123,37071,37057,37097,37025
37121,37111,37009,37035,37193,37027
51800,37177,51810,37073,37041,37029
37187,37107,37055,37133,37103,37031
51089,51083,37081,51143,37135,37033
37193,37119,37045,37023,37027,37035
37081,37183,37085,37151,37063,37037
47107,37113,47139,13281,47123,37039
37117,37177,37029,37091,37073,37041
13111,13137,13311,13241,37075,37043
37111,37149,45091,37035,37023,37045
37163,37141,37129,45033,45067,37047
37061,37079,37147,37031,37133,37049
37125,37101,37165,37017,37105,37051
51710,51740,37041,37177,51550,37053
37137,37041,37029,37053,37143,37055
37123,37197,37025,37167,37081,37057
37025,37169,37003,37171,37067,37059
37101,37017,37079,37103,37191,37061
37033,37181,37069,37037,37001,37063
37069,37015,37131,37079,37117,37065
37159,51141,37157,37171,37081,37067
37065,37083,37195,37063,37183,37069
45023,37097,37025,45021,37035,37071
37015,51175,51550,37139,37143,37073
13291,47155,13281,37113,37173,37075
51083,37183,37185,51117,37135,37077
37117,37101,37127,37103,37065,37079
37037,37135,37169,37033,37057,37081
37091,51025,37069,51595,51081,37083
37063,37163,37125,37093,37183,37085
37113,47155,37089,37173,37115,37087
37099,45077,37111,37087,37161,37089
37117,37143,51800,37041,51175,37091
37123,45069,37085,37105,37153,37093
37049,37041,37143,37031,37013,37095
37027,37025,37193,37109,37197,37097
37043,45073,37089,45077,13241,37099
37051,37069,37079,37127,37163,37101
37191,37013,37137,37147,37079,37103
37001,37135,37151,37183,37051,37105
37163,37195,37133,37049,37147,37107
37027,45091,37023,37003,37097,37109
47171,37089,37149,37011,37021,37111
37039,45073,37175,37173,37075,37113
37089,37121,47179,37087,47171,37115
37083,37079,37091,37041,37187,37117
37097,37035,37167,37159,37109,37119
37115,37023,37189,47179,37111,37121
37165,37159,37025,37057,37007,37123
37051,37085,37151,37165,37037,37125
37183,37101,37079,37181,37185,37127
45051,37103,37163,37061,37017,37129
51183,51025,37015,51620,51175,37131
37163,37079,37191,37129,37049,37133
51590,37081,37183,37077,37033,37135
37117,37133,37147,37187,37103,37137
51800,37187,51550,37177,37073,37139
37107,37103,37047,37163,37019,37141
37091,37015,37053,37177,37187,37143
51143,37001,37181,51590,51083,37145
37191,37103,37049,37195,37013,37147
37175,45021,37045,37021,45045,37149
37105,37067,37167,37125,37001,37151
37179,37167,45025,37093,45069,37153
37153,45067,37047,45069,37051,37155
51143,51141,37001,37067,51089,37157
37035,37067,37197,37119,37167,37159
37109,37021,45083,37089,45021,37161
37155,37107,37141,37085,37101,37163
45025,37051,37007,37125,45033,37165
37151,37153,37057,37119,37159,37167
51063,37059,51035,37081,37197,37169
37059,51077,37067,37193,51141,37171
37043,47089,47029,37113,37099,37173
37149,45073,37113,45045,37021,37175
37015,37053,37029,37095,37041,37177
37071,45023,45091,45025,37025,37179
51025,51083,37127,37063,37145,37181
37127,37105,37077,37037,37135,37183
51595,51081,37077,37127,51025,37185
37029,37095,37139,37117,37013,37187
51520,37023,37193,37121,47019,37189
37103,37127,37147,37163,37061,37191
37097,51077,37189,37171,37197,37193
37083,37107,37069,37147,37101,37195
37057,37005,37003,37193,37169,37197
37023,47179,47019,37011,37021,37199
46031,38085,46063,38087,38089,38001
38021,38097,38031,38093,38073,38003
38083,38063,38079,38031,38095,38005
30025,38011,38041,38053,30109,38007
38005,38061,38013,38095,38069,38009
30011,38089,38007,38033,38041,38011
38049,30091,38053,38009,38101,38013
38085,38047,38055,38103,38029,38015
38039,27167,38077,27107,38091,38017
38027,38035,38005,38079,38063,38019
46045,38047,46091,38073,38051,38021
30019,30083,38075,30085,38053,38023
38033,38041,38065,38061,38055,38025
38069,38091,38093,38071,38103,38027
46089,46129,38059,38043,38015,38029
38043,38091,38003,38005,38063,38031
38025,38011,38053,38089,30021,38033
27107,27089,38067,27119,38039,38035
38029,38057,38089,38065,46031,38037
38017,38097,38035,38093,38003,38039
46105,38025,38007,38059,38011,38041
38045,38051,38031,38083,38029,38043
46013,46089,38081,38051,38047,38045
38015,38021,46021,46089,38045,38047
38103,38005,38055,38075,38079,38049
38043,46129,46045,38045,38021,38051
38023,38089,30109,38033,38061,38053
38061,38025,38049,38059,38015,38055
38061,38041,38037,38101,38089,38057
38089,38029,38041,38055,38057,38059
38057,38023,38055,38025,38053,38061
38097,38005,38031,38091,38099,38063
38085,38089,38025,38083,38037,38065
27135,38095,38063,38071,27089,38067
38027,38071,38009,38083,38103,38069
38039,38069,38031,38099,38027,38071
27027,27167,46091,38021,38045,38073
38023,38069,38079,38055,38049,38075
27051,27027,38017,46091,46109,38077
38075,38103,38019,38071,38005,38079
27167,46037,46013,38045,46109,38081
38027,38065,38005,38043,38069,38083
38041,46129,46041,38015,46021,38085
46063,30109,38001,38041,38089,38087
38011,38037,38033,38057,38001,38089
27107,38027,38031,38017,38063,38091
38051,38103,38027,38039,38047,38093
38009,38063,38049,38027,38069,38095
27125,38003,38039,27027,27119,38097
38039,38091,27089,27069,38071,38099
38069,38083,38057,38013,38009,38101
38049,38015,38093,38069,38043,38103
38075,38025,30085,30083,38013,38105
21023,21089,21069,39131,39145,39001
39125,39107,39091,39149,39063,39003
39093,39117,39033,39083,39103,39005
42121,39133,39035,42085,39155,39007
39053,39079,39167,39127,54107,39009
39037,39109,39137,39065,39161,39011
54103,39121,39081,39059,54009,39013
39027,21201,21191,21037,21161,39015
39025,21015,18029,18047,39113,39017
39013,54009,39099,54029,39157,39019
39113,39065,39057,39149,39097,39021
39159,39027,39091,39047,39113,39023
21015,39071,21191,39165,21023,39025
39097,39015,39113,39023,39025,39027
54009,39133,39151,42073,39081,39029
39005,39127,39169,39089,39059,39031
39041,39143,39005,39077,39117,39033
39155,39007,39133,39103,39153,39035
39011,39113,18075,39107,18177,39037
18151,18003,39161,39137,18033,39039
39091,39033,39097,39083,39089,39041
39005,39095,39103,39035,39147,39043
39115,39119,39141,39163,39049,39045
39165,39049,39023,39141,39071,39047
39023,39117,39047,39159,39089,39049
39137,26115,26059,39095,39173,39051
39145,54035,39163,54079,54011,39053
39151,39103,39099,39007,39035,39055
39071,39021,39109,39097,39047,39057
39167,39115,39111,39031,39013,39059
18047,18115,39165,39025,18029,39061
39101,39143,39069,39147,39003,39063
39149,39137,39011,39159,39101,39065
39029,54029,54069,54009,39059,39067
26091,39003,39171,39063,39125,39069
39057,39165,39025,39141,39131,39071
39105,39115,39079,39141,39129,39073
39119,39103,39139,39151,39083,39075
39103,39123,39143,39093,39043,39077
21089,39073,39141,39105,39087,39079
42125,42007,39013,39029,54069,39081
39033,39119,39041,39005,39075,39083
39043,39103,39153,39155,39133,39085
54079,54099,39145,39079,54053,39087
39073,39117,39031,39041,39119,39089
39101,39109,39023,39003,39011,39091
39139,39169,39123,39005,39153,39093
26163,39147,39069,26091,39051,39095
39027,39041,39057,39159,39021,39097
54029,39019,39151,42085,42007,39099
39147,39139,39091,39065,39041,39101
39139,39075,39133,39077,39151,39103
39073,54105,39079,54107,39163,39105
18179,18135,39003,39037,39149,39107
39011,39091,39135,39057,39023,39109
54069,39059,39167,54103,54073,39111
18161,39027,39037,39023,39017,39113
39105,39059,39073,54107,39119,39115
39005,39175,39089,39159,39033,39117
39075,39083,39045,39089,39121,39119
54107,54095,54073,39013,39119,39121
39033,39093,26115,39077,39173,39123
39003,18001,39171,39069,18033,39125
39121,39031,39163,39009,39089,39127
39027,39163,39131,39073,39097,39129
39047,39129,21089,39163,39071,39131
39169,39019,39103,39029,39151,39133
39165,18047,39109,18041,39037,39135
39173,39065,39011,39039,39161,39137
39147,39101,39075,39169,39083,39139
39045,39145,39073,39079,39163,39141
39033,39175,39063,39043,39077,39143
21019,39141,21043,39087,21135,39145
39139,39101,39173,39123,39063,39147
39023,39065,39003,39021,39107,39149
39103,39075,39099,39029,39169,39151
39005,39155,39099,39093,39055,39153
42039,39153,39007,39029,42073,39155
39013,39081,39169,39059,39031,39157
39023,39117,39065,39049,39097,39159
18179,39039,18003,39011,39137,39161
39127,39045,39131,39053,39141,39163
21037,39071,39135,39025,39061,39165
54095,39009,54105,54085,39111,39167
39083,39031,39139,39157,39153,39169
26023,26091,39069,39125,26059,39171
26115,39137,39123,39051,39147,39173
39091,39159,39143,39117,39065,39175
40145,40101,40097,5007,40041,40001
20095,20191,40153,20007,40047,40003
40095,40063,40123,40121,40023,40005
20189,40139,40045,20025,40059,40007
40065,40039,40075,40149,48087,40009
40083,40149,40047,40015,40039,40011
48119,48277,40029,40023,48181,40013
40137,40087,40011,40039,40075,40015
40039,40087,40027,40083,40051,40017
48337,48097,40069,40137,40095,40019
40131,40061,5143,40041,40135,40021
40029,40089,48119,48147,40013,40023
48341,20187,48205,40139,35059,40025
40123,40017,40081,40133,40049,40027
40095,40099,40133,40013,40121,40029
40067,40149,48485,40051,40137,40031
40075,48487,48009,48077,40067,40033
20125,40147,40131,20021,40041,40035
40133,40113,40145,40119,40117,40037
40153,40093,40075,40015,40009,40039
40131,5143,40021,40001,40035,40041
40073,40151,40149,40129,40045,40043
48357,40039,40007,40043,48211,40045
40119,40011,40071,40093,40003,40047
40069,40125,40051,40123,40137,40049
40125,40109,40031,40049,40137,40051
20007,20095,40093,40103,40071,40053
48483,48075,48197,48087,40149,40055
48101,40075,48483,40009,48197,40057
20097,48295,20119,40007,40151,40059
40001,5131,40021,40121,40091,40061
40005,40111,40125,40091,40123,40063
40009,48155,48075,48487,40075,40065
40099,48485,48097,40085,40033,40067
40049,40085,40019,40005,40013,40069
20019,40119,40047,40113,40117,40071
40003,40119,40103,40093,40109,40073
40057,40039,40009,40141,40015,40075
40063,40005,40135,40101,40091,40077
40127,40089,5033,40135,5113,40079
40117,40027,40133,40107,40083,40081
40117,40027,40017,40047,40081,40083
40137,40069,48181,40099,40067,40085
40123,40017,40137,40099,40109,40087
40079,48037,40023,5061,5081,40089
40135,40145,40077,40063,40107,40091
40053,40039,40073,40047,40153,40093
40123,40029,48097,40099,40019,40095
40115,40001,40143,40105,40035,40097
40029,40137,40087,40085,40095,40099
40097,40143,40001,40135,40111,40101
40081,40073,40113,40053,40083,40103
40113,40115,20019,40097,20099,40105
40143,40121,40125,40091,40081,40107
40051,40119,40073,40087,40125,40109
40121,40133,40063,40145,40143,40111
40103,20035,40131,40105,40143,40113
40105,40097,20099,29097,40041,40115
40147,40083,40143,40081,40071,40117
40071,40047,40113,40109,40037,40119
40133,40107,40127,40061,40005,40121
40019,40005,40125,40049,40063,40123
40063,40049,40107,40123,40109,40125
48387,40079,40029,48277,40121,40127
40055,40149,48295,40043,40039,40129
40113,40021,40041,40035,40145,40131
40111,40087,40029,40027,40081,40133
5047,5143,40079,40101,5131,40135
40085,40099,40087,40031,40051,40137
40025,20067,40007,48357,20175,40139
48009,40055,48197,40075,40031,40141
40101,40117,40113,40097,40147,40143
40037,40001,40091,40111,40021,40145
20099,40097,40143,40035,20019,40147
40031,40011,40129,40043,40055,40149
40053,20077,40043,40059,20033,40151
48295,40039,40129,20033,40093,40153
16027,41059,16045,16075,41023,41001
41005,41067,41057,41071,41047,41003
53059,41071,41067,41065,41043,41005
41051,53011,41071,53015,41067,41007
53049,41071,41057,41051,53011,41009
41043,41041,6015,41003,41029,41011
41049,41037,41021,41055,41065,41013
41035,6023,41039,6093,41029,41015
41047,41037,41035,41065,41039,41017
41041,41043,41035,41003,41015,41019
53077,41031,53005,41027,41069,41021
41055,41025,41021,41059,41061,41023
16075,41017,41069,32013,16027,41025
41031,41047,53039,41055,53011,41027
6049,41039,41011,6015,41015,41029
41021,41043,41027,41005,41055,41031
6023,41039,41035,6093,41019,41033
41013,41039,41033,6049,6093,41035
41023,41069,41031,41029,41013,41037
41005,41017,41011,41053,41041,41039
41005,41067,41039,41043,41047,41041
41051,41041,41031,41071,41053,41043
16039,41001,16087,16045,16073,41045
41027,53011,41067,41003,41051,41047
41061,41065,41023,53039,53005,41049
41071,53015,41047,41009,53059,41051
41051,41005,41043,41067,41057,41053
53059,53077,41031,41069,41049,41055
53011,41051,53069,41041,41009,41057
41021,41023,41063,53021,53013,41059
16003,41049,41023,53003,53071,41061
41059,41001,16003,53023,53013,41063
53059,41051,41069,53039,41005,41065
41005,53015,41053,41007,53011,41067
41059,41017,41065,41031,41055,41069
53011,41003,41041,41009,41051,41071
42043,24005,24043,42099,24021,42001
39081,42073,42005,54009,54029,42003
42073,42021,42121,42003,42129,42005
42125,39099,54009,39081,42019,42007
54003,42055,42061,42021,42013,42009
42017,42095,42025,42091,42029,42011
42067,42063,42057,42027,42009,42013
36109,36007,42081,42117,42115,42015
34041,42045,42077,42095,34035,42017
39099,54029,42121,42031,42085,42019
42065,42005,42129,42111,42061,42021
42053,42117,42065,42027,42033,42023
42037,42011,34041,42069,42107,42025
42109,42119,42023,42013,42067,42027
34015,34033,42101,42011,24015,42029
42123,42085,42047,42063,42019,42031
42061,42035,42063,42021,42013,42033
42109,42087,42033,42117,42119,42035
42081,42131,42025,42119,42113,42037
42073,42031,42053,39155,42123,42039
42109,42061,42087,42133,42043,42041
42071,42107,42133,42067,42097,42043
24015,42017,10003,34007,34033,42045
42035,42105,42123,42031,42053,42047
39085,39155,42053,42085,42121,42049
54049,42003,42125,42111,24023,42051
42033,42005,42039,42083,42047,42053
42099,54065,54003,42061,24021,42055
54037,42013,24001,42061,54003,42057
54091,54009,42051,54103,54069,42059
42009,42021,42099,42055,42057,42061
42019,42111,42013,42031,42033,42063
42023,42021,42121,42063,42005,42065
42097,42027,42119,42043,42061,42067
36105,42113,42025,42103,42089,42069
24005,10003,42043,24015,24025,42071
42121,42003,54029,39155,39029,42073
42041,42099,42109,42097,42133,42075
34019,34041,42089,42107,42017,42077
42077,42093,42107,42089,42113,42079
42015,42109,42037,42097,42035,42081
36013,42065,36003,42053,42123,42083
39029,42031,42007,39099,42019,42085
42035,42119,42041,42013,42109,42087
34019,42079,34037,42077,42069,42089
34007,34021,34019,42011,42077,42091
42043,42079,42107,42081,42113,42093
42011,34035,42091,42017,34019,42095
42113,42081,42075,42043,42107,42097
42055,42119,42061,42001,42109,42099
42029,34033,34021,34005,42017,42101
42095,34027,36071,34041,42069,42103
36009,42081,42047,36101,42083,42105
42043,42079,42077,42093,42025,42107
42081,42037,42087,42093,42043,42109
42057,42063,42021,54057,24023,42111
42117,42119,42097,42079,42093,42113
36017,42079,42113,42015,36107,42115
36003,36097,42113,42035,42015,42117
42043,42087,42035,42067,42037,42119
42005,42065,42073,42123,42019,42121
42049,42031,42047,36009,42039,42123
42051,42007,54051,39081,54029,42125
34037,36007,36025,42089,42131,42127
42059,42019,42125,42021,42005,42129
36007,42025,42037,42127,42015,42131
24510,24025,42043,42075,24005,42133
25007,9015,25023,25021,44009,44001
9013,25021,9011,25005,9015,44003
25023,9015,9011,25007,44007,44005
9011,25027,44009,44005,25021,44007
25007,9007,25005,9015,44007,44009
45037,13317,45059,13147,13181,45001
45005,45009,13033,13073,45063,45003
13103,45003,45029,13165,13033,45005
13257,45059,13119,13105,45045,45007
13251,45003,45035,45017,45029,45009
13165,45075,13245,45049,13251,45011
